product,ticker,quantity,start_date,end_date,avg_cost,total_cost,current_value,current_money_weighted_return,realized_return,net_return,current_performance_percentage,net_performance_percentage
SNDL Inc.,SNDL,0.0,2024-01-01,2024-01-14,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-01-14,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-01-14,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-01-14,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-01-14,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-01-14,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-01-14,6.64,93.02,94.43,1.41,-4.05,-2.64,1.52,-2.84
Full portfolio,,150.0,2024-01-01,2024-01-14,10.77,5931.05,4148.93,-21.76,28.27,6.51,-0.37,0.11
Nasdaq,NQSE.DE,51.0,2024-01-01,2024-01-15,9.74,496.85,519.59,22.74,-1.0,21.74,4.58,4.38
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-01-15,5.72,291.87,274.43,-17.44,-1.0,-18.44,-5.97,-6.32
Pacific,UIMT.AS,7.0,2024-01-01,2024-01-15,69.67,487.68,489.37,1.69,-11.58,-9.89,0.35,-2.03
Europe,IESE.AS,15.0,2024-01-01,2024-01-15,58.12,871.76,958.35,86.59,-11.69,74.9,9.93,8.59
USA,UIMP.AS,9.0,2024-01-01,2024-01-15,151.45,1363.08,1630.8,267.72,-3.11,264.61,19.64,19.41
PayPal,PYPL,3.0,2024-01-01,2024-01-15,188.81,566.43,183.0,-383.43,-1.5,-384.93,-67.69,-67.96
Cloudflare,NET,0.0,2024-01-01,2024-01-15,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-01-15,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-01-15,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-01-15,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-01-15,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-01-15,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-01-15,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-01-15,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-01-15,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-01-15,6.64,93.02,93.36,0.34,-4.05,-3.71,0.37,-3.99
Full portfolio,,150.0,2024-01-01,2024-01-15,10.77,5931.05,4148.9,-21.79,28.27,6.48,-0.37,0.11
World,2B7K.DE,51.0,2024-01-01,2024-01-16,10.05,512.65,514.59,1.94,-1.0,0.94,0.38,0.18
Nasdaq,NQSE.DE,51.0,2024-01-01,2024-01-16,9.74,496.85,520.3,23.45,-1.0,22.45,4.72,4.52
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-01-16,5.72,291.87,271.57,-20.3,-1.0,-21.3,-6.95,-7.3
Pacific,UIMT.AS,7.0,2024-01-01,2024-01-16,69.67,487.68,484.05,-3.63,-11.58,-15.21,-0.74,-3.12
Europe,IESE.AS,15.0,2024-01-01,2024-01-16,58.12,871.76,957.6,85.84,-11.69,74.15,9.85,8.51
USA,UIMP.AS,9.0,2024-01-01,2024-01-16,151.45,1363.08,1643.04,279.96,-3.11,276.85,20.54,20.31
PayPal,PYPL,3.0,2024-01-01,2024-01-16,188.81,566.43,175.35,-391.08,-1.5,-392.58,-69.04,-69.31
Cloudflare,NET,0.0,2024-01-01,2024-01-16,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-01-16,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-01-16,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-01-16,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-01-16,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-01-16,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-01-16,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-01-16,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-01-16,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-01-16,6.64,93.02,92.15,-0.87,-4.05,-4.92,-0.93,-5.28
Full portfolio,,201.0,2024-01-01,2024-01-16,8.09,6443.7,4658.65,-24.69,27.27,2.58,-0.38,0.04
World,2B7K.DE,51.0,2024-01-01,2024-01-17,10.05,512.65,511.02,-1.63,-1.0,-2.63,-0.32,-0.51
Nasdaq,NQSE.DE,51.0,2024-01-01,2024-01-17,9.74,496.85,515.51,18.66,-1.0,17.66,3.76,3.55
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-01-17,5.72,291.87,266.07,-25.8,-1.0,-26.8,-8.84,-9.18
Pacific,UIMT.AS,7.0,2024-01-01,2024-01-17,69.67,487.68,474.11,-13.57,-11.58,-25.15,-2.78,-5.16
Europe,IESE.AS,15.0,2024-01-01,2024-01-17,58.12,871.76,948.45,76.69,-11.69,65.0,8.8,7.46
USA,UIMP.AS,9.0,2024-01-01,2024-01-17,151.45,1363.08,1635.66,272.58,-3.11,269.47,20.0,19.77
PayPal,PYPL,3.0,2024-01-01,2024-01-17,188.81,566.43,179.67,-386.76,-1.5,-388.26,-68.28,-68.55
Cloudflare,NET,0.0,2024-01-01,2024-01-17,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-01-17,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-01-17,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-01-17,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-01-17,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-01-17,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-01-17,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-01-17,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-01-17,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-01-17,6.64,93.02,89.74,-3.28,-4.05,-7.33,-3.53,-7.88
Full portfolio,,201.0,2024-01-01,2024-01-17,8.09,6443.7,4620.23,-63.11,27.27,-35.84,-0.98,-0.56
World,2B7K.DE,51.0,2024-01-01,2024-01-18,10.05,512.65,511.63,-1.02,-1.0,-2.02,-0.2,-0.39
Nasdaq,NQSE.DE,51.0,2024-01-01,2024-01-18,9.74,496.85,523.97,27.12,-1.0,26.12,5.46,5.26
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-01-18,5.72,291.87,269.08,-22.79,-1.0,-23.79,-7.81,-8.15
Pacific,UIMT.AS,7.0,2024-01-01,2024-01-18,69.67,487.68,477.26,-10.42,-11.58,-22.0,-2.14,-4.51
Europe,IESE.AS,15.0,2024-01-01,2024-01-18,58.12,871.76,954.75,82.99,-11.69,71.3,9.52,8.18
USA,UIMP.AS,9.0,2024-01-01,2024-01-18,151.45,1363.08,1637.64,274.56,-3.11,271.45,20.14,19.91
PayPal,PYPL,3.0,2024-01-01,2024-01-18,188.81,566.43,186.27,-380.16,-1.5,-381.66,-67.12,-67.38
Cloudflare,NET,0.0,2024-01-01,2024-01-18,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-01-18,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-01-18,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-01-18,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-01-18,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-01-18,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-01-18,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-01-18,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-01-18,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-01-18,6.64,93.02,90.83,-2.19,-4.05,-6.24,-2.36,-6.71
Full portfolio,,201.0,2024-01-01,2024-01-18,8.09,6443.7,4651.43,-31.91,27.27,-4.64,-0.5,-0.07
World,2B7K.DE,51.0,2024-01-01,2024-01-19,10.05,512.65,513.06,0.41,-1.0,-0.59,0.08,-0.12
Nasdaq,NQSE.DE,51.0,2024-01-01,2024-01-19,9.74,496.85,528.36,31.51,-1.0,30.51,6.34,6.14
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-01-19,5.72,291.87,269.28,-22.59,-1.0,-23.59,-7.74,-8.08
Pacific,UIMT.AS,7.0,2024-01-01,2024-01-19,69.67,487.68,478.38,-9.3,-11.58,-20.88,-1.91,-4.28
Europe,IESE.AS,15.0,2024-01-01,2024-01-19,58.12,871.76,953.7,81.94,-11.69,70.25,9.4,8.06
USA,UIMP.AS,9.0,2024-01-01,2024-01-19,151.45,1363.08,1648.44,285.36,-3.11,282.25,20.93,20.71
PayPal,PYPL,3.0,2024-01-01,2024-01-19,188.81,566.43,197.46,-368.97,-1.5,-370.47,-65.14,-65.4
Cloudflare,NET,0.0,2024-01-01,2024-01-19,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-01-19,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-01-19,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-01-19,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-01-19,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-01-19,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-01-19,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-01-19,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-01-19,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-01-19,6.64,93.02,90.68,-2.34,-4.05,-6.39,-2.51,-6.86
Full portfolio,,201.0,2024-01-01,2024-01-19,8.09,6443.7,4679.36,-3.98,27.27,23.29,-0.06,0.36
World,2B7K.DE,51.0,2024-01-01,2024-01-20,10.05,512.65,513.06,0.41,-1.0,-0.59,0.08,-0.12
Nasdaq,NQSE.DE,51.0,2024-01-01,2024-01-20,9.74,496.85,528.36,31.51,-1.0,30.51,6.34,6.14
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-01-20,5.72,291.87,269.28,-22.59,-1.0,-23.59,-7.74,-8.08
Pacific,UIMT.AS,7.0,2024-01-01,2024-01-20,69.67,487.68,478.38,-9.3,-11.58,-20.88,-1.91,-4.28
Europe,IESE.AS,15.0,2024-01-01,2024-01-20,58.12,871.76,953.7,81.94,-11.69,70.25,9.4,8.06
USA,UIMP.AS,9.0,2024-01-01,2024-01-20,151.45,1363.08,1648.44,285.36,-3.11,282.25,20.93,20.71
PayPal,PYPL,3.0,2024-01-01,2024-01-20,188.81,566.43,197.46,-368.97,-1.5,-370.47,-65.14,-65.4
Cloudflare,NET,0.0,2024-01-01,2024-01-20,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-01-20,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-01-20,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-01-20,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-01-20,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-01-20,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-01-20,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-01-20,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-01-20,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-01-20,6.64,93.02,90.68,-2.34,-4.05,-6.39,-2.51,-6.86
Full portfolio,,201.0,2024-01-01,2024-01-20,8.09,6443.7,4679.36,-3.98,27.27,23.29,-0.06,0.36
World,2B7K.DE,51.0,2024-01-01,2024-01-21,10.05,512.65,513.06,0.41,-1.0,-0.59,0.08,-0.12
Nasdaq,NQSE.DE,51.0,2024-01-01,2024-01-21,9.74,496.85,528.36,31.51,-1.0,30.51,6.34,6.14
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-01-21,5.72,291.87,269.28,-22.59,-1.0,-23.59,-7.74,-8.08
Pacific,UIMT.AS,7.0,2024-01-01,2024-01-21,69.67,487.68,478.38,-9.3,-11.58,-20.88,-1.91,-4.28
Europe,IESE.AS,15.0,2024-01-01,2024-01-21,58.12,871.76,953.7,81.94,-11.69,70.25,9.4,8.06
USA,UIMP.AS,9.0,2024-01-01,2024-01-21,151.45,1363.08,1648.44,285.36,-3.11,282.25,20.93,20.71
PayPal,PYPL,3.0,2024-01-01,2024-01-21,188.81,566.43,197.46,-368.97,-1.5,-370.47,-65.14,-65.4
Cloudflare,NET,0.0,2024-01-01,2024-01-21,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-01-21,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-01-21,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-01-21,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-01-21,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-01-21,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-01-21,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-01-21,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-01-21,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-01-21,6.64,93.02,90.68,-2.34,-4.05,-6.39,-2.51,-6.86
Full portfolio,,201.0,2024-01-01,2024-01-21,8.09,6443.7,4679.36,-3.98,27.27,23.29,-0.06,0.36
World,2B7K.DE,51.0,2024-01-01,2024-01-22,10.05,512.65,518.16,5.51,-1.0,4.51,1.07,0.88
Nasdaq,NQSE.DE,51.0,2024-01-01,2024-01-22,9.74,496.85,537.03,40.18,-1.0,39.18,8.09,7.89
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-01-22,5.72,291.87,268.97,-22.9,-1.0,-23.9,-7.84,-8.19
Pacific,UIMT.AS,7.0,2024-01-01,2024-01-22,69.67,487.68,487.13,-0.55,-11.58,-12.13,-0.11,-2.49
Europe,IESE.AS,15.0,2024-01-01,2024-01-22,58.12,871.76,964.05,92.29,-11.69,80.6,10.59,9.25
USA,UIMP.AS,9.0,2024-01-01,2024-01-22,151.45,1363.08,1667.34,304.26,-3.11,301.15,22.32,22.09
PayPal,PYPL,3.0,2024-01-01,2024-01-22,188.81,566.43,191.22,-375.21,-1.5,-376.71,-66.24,-66.51
Cloudflare,NET,0.0,2024-01-01,2024-01-22,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-01-22,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-01-22,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-01-22,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-01-22,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-01-22,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-01-22,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-01-22,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-01-22,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-01-22,6.64,93.02,90.27,-2.75,-4.05,-6.8,-2.96,-7.32
Full portfolio,,201.0,2024-01-01,2024-01-22,8.09,6443.7,4724.17,40.83,27.27,68.1,0.63,1.06
World,2B7K.DE,51.0,2024-01-01,2024-01-23,10.05,512.65,518.57,5.92,-1.0,4.92,1.15,0.96
Nasdaq,NQSE.DE,51.0,2024-01-01,2024-01-23,9.74,496.85,534.79,37.94,-1.0,36.94,7.64,7.43
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-01-23,5.72,291.87,271.42,-20.45,-1.0,-21.45,-7.01,-7.35
Pacific,UIMT.AS,7.0,2024-01-01,2024-01-23,69.67,487.68,484.47,-3.21,-11.58,-14.79,-0.66,-3.03
Europe,IESE.AS,15.0,2024-01-01,2024-01-23,58.12,871.76,959.85,88.09,-11.69,76.4,10.1,8.76
USA,UIMP.AS,9.0,2024-01-01,2024-01-23,151.45,1363.08,1670.58,307.5,-3.11,304.39,22.56,22.33
PayPal,PYPL,3.0,2024-01-01,2024-01-23,188.81,566.43,194.34,-372.09,-1.5,-373.59,-65.69,-65.96
Cloudflare,NET,0.0,2024-01-01,2024-01-23,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-01-23,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-01-23,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-01-23,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-01-23,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-01-23,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-01-23,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-01-23,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-01-23,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-01-23,6.64,93.02,90.77,-2.25,-4.05,-6.3,-2.42,-6.77
Full portfolio,,201.0,2024-01-01,2024-01-23,8.09,6443.7,4724.79,41.45,27.27,68.72,0.64,1.07
World,2B7K.DE,51.0,2024-01-01,2024-01-24,10.05,512.65,520.3,7.65,-1.0,6.65,1.49,1.3
Nasdaq,NQSE.DE,51.0,2024-01-01,2024-01-24,9.74,496.85,543.15,46.3,-1.0,45.3,9.32,9.12
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-01-24,5.72,291.87,274.89,-16.98,-1.0,-17.98,-5.82,-6.16
Pacific,UIMT.AS,7.0,2024-01-01,2024-01-24,69.67,487.68,486.29,-1.39,-11.58,-12.97,-0.29,-2.66
Europe,IESE.AS,15.0,2024-01-01,2024-01-24,58.12,871.76,972.0,100.24,-11.69,88.55,11.5,10.16
USA,UIMP.AS,9.0,2024-01-01,2024-01-24,151.45,1363.08,1672.02,308.94,-3.11,305.83,22.66,22.44
PayPal,PYPL,3.0,2024-01-01,2024-01-24,188.81,566.43,189.06,-377.37,-1.5,-378.87,-66.62,-66.89
Cloudflare,NET,0.0,2024-01-01,2024-01-24,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-01-24,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-01-24,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-01-24,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-01-24,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-01-24,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-01-24,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-01-24,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-01-24,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-01-24,6.64,93.02,92.64,-0.38,-4.05,-4.43,-0.4,-4.76
Full portfolio,,201.0,2024-01-01,2024-01-24,8.09,6443.7,4750.35,67.01,27.27,94.28,1.04,1.46
World,2B7K.DE,51.0,2024-01-01,2024-01-25,10.05,512.65,520.71,8.06,-1.0,7.06,1.57,1.38
Nasdaq,NQSE.DE,51.0,2024-01-01,2024-01-25,9.74,496.85,543.86,47.01,-1.0,46.01,9.46,9.26
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-01-25,5.72,291.87,275.5,-16.37,-1.0,-17.37,-5.61,-5.95
Pacific,UIMT.AS,7.0,2024-01-01,2024-01-25,69.67,487.68,485.52,-2.16,-11.58,-13.74,-0.44,-2.82
Europe,IESE.AS,15.0,2024-01-01,2024-01-25,58.12,871.76,979.05,107.29,-11.69,95.6,12.31,10.97
USA,UIMP.AS,9.0,2024-01-01,2024-01-25,151.45,1363.08,1675.8,312.72,-3.11,309.61,22.94,22.71
PayPal,PYPL,3.0,2024-01-01,2024-01-25,188.81,566.43,182.13,-384.3,-1.5,-385.8,-67.85,-68.11
Cloudflare,NET,0.0,2024-01-01,2024-01-25,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-01-25,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-01-25,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-01-25,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-01-25,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-01-25,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-01-25,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-01-25,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-01-25,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-01-25,6.64,93.02,91.77,-1.25,-4.05,-5.3,-1.34,-5.7
Full portfolio,,201.0,2024-01-01,2024-01-25,8.09,6443.7,4754.34,71.0,27.27,98.27,1.1,1.53
World,2B7K.DE,51.0,2024-01-01,2024-01-26,10.05,512.65,522.44,9.79,-1.0,8.79,1.91,1.72
Nasdaq,NQSE.DE,51.0,2024-01-01,2024-01-26,9.74,496.85,540.4,43.55,-1.0,42.55,8.76,8.56
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-01-26,5.72,291.87,275.35,-16.52,-1.0,-17.52,-5.66,-6.0
Pacific,UIMT.AS,7.0,2024-01-01,2024-01-26,69.67,487.68,483.49,-4.19,-11.58,-15.77,-0.86,-3.23
Europe,IESE.AS,15.0,2024-01-01,2024-01-26,58.12,871.76,988.5,116.74,-11.69,105.05,13.39,12.05
USA,UIMP.AS,9.0,2024-01-01,2024-01-26,151.45,1363.08,1677.06,313.98,-3.11,310.87,23.03,22.81
PayPal,PYPL,3.0,2024-01-01,2024-01-26,188.81,566.43,185.34,-381.09,-1.5,-382.59,-67.28,-67.54
Cloudflare,NET,0.0,2024-01-01,2024-01-26,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-01-26,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-01-26,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-01-26,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
